ts,trade_id,symbol,side,exit_reason,lc_state,aligned_score,velocity,cur_ret,peak_pnl,drawdown,entry_price,exit_price,hold_seconds,pnl_usdt,fee_usdt,net_pnl,ret_pct,ret_lev_pct
1775187913.477,AIOTUSDT_LONG_1775187885006_612bd7,AIOTUSDT,LONG,vol_stop,BUILD,1.8293,0.0,-0.00611,0.0,0.01195,0.05241,0.05209,28.2,-0.12,0.0157,-0.1357,-0.6106,-6.1057
1775187927.684,STOUSDT_SHORT_1775187819764_50b2fb,STOUSDT,SHORT,vol_stop,BUILD,0.994,0.4199,-0.00603,0.0,0.00994,0.19084,0.19199,107.7,-0.1356,0.0181,-0.1536,-0.6026,-6.026
1775187928.446,CTSIUSDT_LONG_1775187915791_50279d,CTSIUSDT,LONG,vol_stop,BUILD,2.2392,0.0,-0.00783,0.0,0.00783,0.0383,0.038,12.3,-0.1727,0.0176,-0.1902,-0.7833,-7.8329
1775187982.797,DUSDT_SHORT_1775187829700_260589,DUSDT,SHORT,trailing_expansion,EXPANSION,1.9247,0.00951,0.00619,0.0,0.00117,0.007758,0.00771,152.8,0.1202,0.0155,0.1047,0.6187,6.1872
1775187995.78,SIRENUSDT_SHORT_1775187825562_857963,SIRENUSDT,SHORT,vol_stop,BUILD,2.3119,-0.26135,-0.00603,0.0,0.00924,0.1758,0.17686,169.9,-0.1188,0.0158,-0.1346,-0.603,-6.0296
1775188034.264,AIOTUSDT_LONG_1775187913728_2d37cc,AIOTUSDT,LONG,trailing_expansion,EXPANSION,2.819,0.21532,0.03859,0.0,0.00588,0.05209,0.0541,120.3,0.7587,0.016,0.7426,3.8587,38.5871
1775188046.285,AIOTUSDT_LONG_1775188034516_e4113e,AIOTUSDT,LONG,vol_stop,BUILD,2.819,0.0,-0.0061,0.0,0.00738,0.0541,0.05377,11.5,-0.1372,0.0179,-0.1552,-0.61,-6.0998
1775188049.424,STOUSDT_SHORT_1775187928934_cc4efe,STOUSDT,SHORT,trailing_expansion,EXPANSION,2.3258,-0.35517,0.01378,0.0,0.00211,0.19234,0.18969,120.2,0.209,0.0121,0.197,1.3778,13.7777
1775188069.134,AIOTUSDT_LONG_1775188046573_eae8c6,AIOTUSDT,LONG,vol_stop,BUILD,2.258,-0.14024,-0.00614,0.0,0.01129,0.05377,0.05344,22.3,-0.1381,0.0179,-0.156,-0.6137,-6.1373
1775188107.115,SOLVUSDT_LONG_1775187881595_a97faa,SOLVUSDT,LONG,vol_stop,BUILD,0.6905,-0.08369,-0.00608,0.0,0.00709,0.004934,0.004904,225.2,-0.1041,0.0137,-0.1178,-0.608,-6.0803
1775188111.513,DUSDT_SHORT_1775187985467_a34aab,DUSDT,SHORT,trailing_expansion,EXPANSION,2.4952,-0.12083,0.00416,0.0,0.00353,0.0077,0.007668,125.8,0.0791,0.0152,0.0639,0.4156,4.1558
1775188121.199,SAHARAUSDT_SHORT_1775187821572_5f1f96,SAHARAUSDT,SHORT,lifecycle_reversal,REVERSAL,-0.5516,0.29035,-0.0039,0.0,0.0039,0.02053,0.02061,299.3,-0.0747,0.0154,-0.09,-0.3897,-3.8967
1775188121.72,APRUSDT_SHORT_1775187998717_510cbf,APRUSDT,SHORT,lifecycle_reversal,REVERSAL,-1.0657,0.48362,-0.00312,0.0,0.00416,0.17316,0.1737,122.7,-0.0506,0.013,-0.0636,-0.3119,-3.1185
1775188153.036,CTSIUSDT_LONG_1775187930432_39419c,CTSIUSDT,LONG,vol_stop,BUILD,1.0351,-0.04237,-0.00789,0.0,0.02332,0.038,0.0377,222.3,-0.174,0.0176,-0.1916,-0.7895,-7.8947
1775188181.781,ASTERUSDT_SHORT_1775187836745_bd8fdc,ASTERUSDT,SHORT,lifecycle_reversal,REVERSAL,-0.6458,0.24521,0.00015,0.0,0.0003,0.666,0.6659,344.8,0.0022,0.0118,-0.0096,0.015,0.1502
1775188189.623,AIOTUSDT_LONG_1775188182163_f6cfbe,AIOTUSDT,LONG,vol_stop,BUILD,2.5006,0.0,-0.00619,0.0,0.0075,0.05329,0.05296,7.2,-0.1438,0.0185,-0.1623,-0.6193,-6.1925
1775188198.149,ONTUSDT_SHORT_1775188183007_a2218a,ONTUSDT,SHORT,vol_stop,BUILD,-1.4367,0.0,-0.00661,0.0,0.00756,0.1059,0.1066,14.9,-0.1107,0.0134,-0.1241,-0.661,-6.61
1775188199.877,AIOTUSDT_LONG_1775188190251_923769,AIOTUSDT,LONG,vol_stop,BUILD,2.5006,0.0,-0.00604,0.0,0.00772,0.05302,0.0527,9.4,-0.138,0.0182,-0.1562,-0.6035,-6.0355
1775188220.169,STBLUSDT_LONG_1775188075331_1f1cca,STBLUSDT,LONG,vol_stop,BUILD,0.2412,-0.23672,-0.00618,0.0,0.00851,0.034,0.03379,144.5,-0.1035,0.0134,-0.1169,-0.6176,-6.1765
1775188242.104,RAYSOLUSDT_LONG_1775188001131_09565c,RAYSOLUSDT,LONG,lifecycle_reversal,REVERSAL,-0.6189,-0.46723,-0.0003,0.0,0.00162,0.6763,0.6761,240.5,-0.0059,0.0159,-0.0218,-0.0296,-0.2957
1775188264.16,VICUSDT_LONG_1775188070222_c3c4e2,VICUSDT,LONG,strategy_stop,BUILD,2.7105,0.56489,0.00738,0.0,0.00551,0.05014,0.05051,193.7,0.1037,0.0113,0.0924,0.7379,7.3793
1775188264.709,HAEDALUSDT_LONG_1775188141924_64ff3f,HAEDALUSDT,LONG,strategy_stop,EXPANSION,0.3661,-0.25834,0.0007,0.0,0.00174,0.02866,0.02868,122.5,0.0109,0.0125,-0.0016,0.0698,0.6978
1775188265.258,AIOTUSDT_LONG_1775188200164_6cfc4c,AIOTUSDT,LONG,strategy_stop,BUILD,2.1935,-0.07676,0.00835,0.0,0.00487,0.0527,0.05314,64.8,0.1885,0.0181,0.1704,0.8349,8.3491
1775188265.76,币安人生USDT_LONG_1775188230111_9b602a,币安人生USDT,LONG,strategy_stop,BUILD,1.6374,-0.05012,-0.00319,0.0,0.00615,0.05023,0.05007,35.4,-0.063,0.0158,-0.0788,-0.3185,-3.1853
1775188266.273,HFTUSDT_LONG_1775188243429_ed593f,HFTUSDT,LONG,strategy_stop,BUILD,1.6848,0.0,0.00337,0.0,0.00535,0.01483,0.01488,22.5,0.0658,0.0156,0.0502,0.3372,3.3715
1775188266.875,BANKUSDT_SHORT_1775188049908_604905,BANKUSDT,SHORT,strategy_stop,EXPANSION,1.3183,0.19341,0.0,0.0,0.0023,0.02612,0.02612,216.6,0.0,0.0149,-0.0149,0.0,0.0
1775188267.369,NIGHTUSDT_SHORT_1775188118902_9781be,NIGHTUSDT,SHORT,strategy_stop,BUILD,1.1215,-0.20774,-0.00109,0.0,0.00152,0.04605,0.0461,148.2,-0.0152,0.0112,-0.0264,-0.1086,-1.0858
1775188267.478,ONTUSDT_SHORT_1775188203772_58b314,ONTUSDT,SHORT,vol_stop,REVERSAL,-0.806,-0.15768,-0.00659,0.0,0.00753,0.1063,0.107,63.4,-0.1102,0.0134,-0.1237,-0.6585,-6.5851
1775188267.893,APRUSDT_SHORT_1775188125268_1130c3,APRUSDT,SHORT,strategy_stop,REVERSAL,-0.5243,-0.14755,-0.00081,0.0,0.00179,0.17364,0.17378,142.4,-0.0115,0.0115,-0.023,-0.0806,-0.8063
1775188268.389,0GUSDT_SHORT_1775188144195_b2d633,0GUSDT,SHORT,strategy_stop,BUILD,0.49,-0.3301,-0.0002,0.0,0.00059,0.5128,0.5129,123.9,-0.0031,0.0128,-0.0159,-0.0195,-0.195
1775188734.195,CTSIUSDT_LONG_1775188613102_2c96b1,CTSIUSDT,LONG,trailing_expansion,EXPANSION,2.5237,0.06073,0.03906,0.0,0.00746,0.0384,0.0399,120.8,0.8416,0.0176,0.824,3.9063,39.0625
1775188741.725,BRUSDT_LONG_1775188621212_076a39,BRUSDT,LONG,trailing_expansion,EXPANSION,1.0048,0.47483,0.00848,0.0,0.00305,0.14275,0.14396,120.3,0.1673,0.0159,0.1514,0.8476,8.4764
1775188753.158,AIOTUSDT_LONG_1775188560776_98345a,AIOTUSDT,LONG,vol_stop,EXPANSION,2.1739,0.0759,-0.02015,0.0,0.02296,0.05212,0.05107,192.1,-0.3671,0.0144,-0.3816,-2.0146,-20.1458
1775188797.546,HFTUSDT_LONG_1775188628274_13b29b,HFTUSDT,LONG,lifecycle_reversal,REVERSAL,-1.6276,-0.48849,-0.00878,0.0,0.01078,0.01481,0.01468,168.4,-0.1328,0.0121,-0.1449,-0.8778,-8.7779
1775188799.655,AIOTUSDT_LONG_1775188796922_a7905d,AIOTUSDT,LONG,vol_stop,BUILD,1.7753,0.0,-0.02002,0.0,0.02002,0.05044,0.04943,2.4,-0.432,0.0171,-0.4491,-2.0024,-20.0238
1775188822.741,CTSIUSDT_LONG_1775188753008_cb0446,CTSIUSDT,LONG,vol_stop,BUILD,2.7947,-0.0298,-0.02206,0.0,0.03855,0.0408,0.0399,69.4,-0.4963,0.0178,-0.5141,-2.2059,-22.0588
1775188842.068,TAGUSDT_LONG_1775188676123_4cda05,TAGUSDT,LONG,vol_stop,BUILD,0.8149,-0.17485,-0.02008,0.0,0.02192,0.000847,0.00083,165.6,-0.3793,0.015,-0.3943,-2.0076,-20.0756
1775188854.226,币安人生USDT_SHORT_1775188739499_480168,币安人生USDT,SHORT,vol_stop,REVERSAL,-1.5739,0.59757,-0.02005,0.0,0.02188,0.05037,0.05138,114.5,-0.2725,0.011,-0.2835,-2.0052,-20.0516
1775188855.221,ONUSDT_SHORT_1775188696643_a2bbbf,ONUSDT,SHORT,lifecycle_reversal,REVERSAL,-0.0639,0.13308,-0.00275,0.0,0.00371,0.08368,0.08391,158.3,-0.0443,0.0129,-0.0572,-0.2749,-2.7486
1775188856.425,ARIAUSDT_LONG_1775188734258_a03ca0,ARIAUSDT,LONG,trailing_expansion,EXPANSION,-0.2646,0.08665,0.01004,0.0,0.00436,0.45041,0.45493,121.9,0.1419,0.0114,0.1306,1.0035,10.0353
1775188867.307,STOUSDT_SHORT_1775188854250_7182c0,STOUSDT,SHORT,vol_stop,BUILD,0.7373,0.2606,-0.02004,0.0,0.02004,0.19459,0.19849,12.8,-0.3798,0.0153,-0.3951,-2.0042,-20.0421
1775188867.912,VICUSDT_LONG_1775188741822_3d2445,VICUSDT,LONG,strategy_stop,REVERSAL,-0.6429,-0.65752,-0.00335,0.0,0.0059,0.05075,0.05058,125.9,-0.0719,0.0171,-0.089,-0.335,-3.3498
1775188868.264,HFTUSDT_LONG_1775188799661_355b6e,HFTUSDT,LONG,strategy_stop,REVERSAL,-1.7597,-0.03303,-0.00545,0.0,0.00681,0.01467,0.01459,68.3,-0.1,0.0146,-0.1146,-0.5453,-5.4533
1775188869.117,GIGGLEUSDT_LONG_1775188831887_a7236a,GIGGLEUSDT,LONG,strategy_stop,REVERSAL,-1.4894,-0.70373,-0.00359,0.0,0.00359,22.26,22.18,36.9,-0.0593,0.0132,-0.0724,-0.3594,-3.5939
1775188869.87,SYNUSDT_LONG_1775188856092_985c68,SYNUSDT,LONG,strategy_stop,BUILD,2.3856,0.0,0.00554,0.0,0.0015,0.05954,0.05987,13.4,0.1247,0.018,0.1067,0.5542,5.5425
1775188871.447,SUIUSDT_LONG_1775188860587_454577,SUIUSDT,LONG,strategy_stop,BUILD,1.1432,0.0,0.00023,0.0,0.0,0.8646,0.8648,10.1,0.0037,0.0128,-0.0091,0.0231,0.2313
1775188871.98,BANKUSDT_SHORT_1775188561571_17d918,BANKUSDT,SHORT,strategy_stop,DECAY,0.9905,0.2791,-0.00116,0.0,0.00389,0.0258,0.02583,310.1,-0.0262,0.018,-0.0442,-0.1163,-1.1628
1775188872.506,UNIUSDT_SHORT_1775188562319_67c0e1,UNIUSDT,SHORT,strategy_stop,EXPANSION,0.3262,0.08879,0.00157,0.0,0.00063,3.184,3.179,309.9,0.0211,0.0107,0.0103,0.157,1.5704
1775188873.057,DUSDT_SHORT_1775188625972_474eb9,DUSDT,SHORT,strategy_stop,BUILD,2.3515,0.0,0.00247,0.0,0.00209,0.007682,0.007663,246.8,0.037,0.0119,0.025,0.2473,2.4733
1775188873.51,币安人生USDT_SHORT_1775188855456_421f81,币安人生USDT,SHORT,strategy_stop,BUILD,-2.5701,0.0,-0.00505,0.0,0.00603,0.05147,0.05173,17.8,-0.0909,0.0144,-0.1053,-0.5051,-5.0515
1775188874.024,RIVERUSDT_SHORT_1775188867685_d4b8fd,RIVERUSDT,SHORT,strategy_stop,BUILD,2.475,0.0,-0.00122,0.0,0.00157,11.433,11.447,6.0,-0.0276,0.018,-0.0456,-0.1225,-1.2245
1775193086.883,AIOTUSDT_LONG_1775193078493_2f6e4f,AIOTUSDT,LONG,dynamic_vol_stop,BUILD,1.1389,0.0,-0.0101,0.0,0.01112,0.03863,0.03824,8.1,-0.1487,0.0117,-0.1605,-1.0096,-10.0958
1775193116.835,VICUSDT_LONG_1775193062995_f364d7,VICUSDT,LONG,dynamic_vol_stop,BUILD,2.6053,0.0,-0.01006,0.0,0.01527,0.05667,0.0561,53.6,-0.2263,0.0179,-0.2442,-1.0058,-10.0582
1775193184.858,CYSUSDT_SHORT_1775193066662_d8e30b,CYSUSDT,SHORT,dynamic_vol_stop,REVERSAL,-0.748,0.50954,-0.00588,0.0,0.00673,0.238,0.2394,116.5,-0.0875,0.0119,-0.0995,-0.5882,-5.8824
1775193243.859,TONUSDT_SHORT_1775193067987_300f08,TONUSDT,SHORT,lifecycle_reversal,REVERSAL,-0.3282,-0.13868,-0.002,0.0,0.002,1.2488,1.2513,175.6,-0.0293,0.0117,-0.0411,-0.2002,-2.0019
1775193304.029,PHAUSDT_LONG_1775193124219_5b1e7e,PHAUSDT,LONG,lifecycle_reversal,REVERSAL,-0.8487,-0.46494,-0.00554,0.0,0.00738,0.03789,0.03768,179.5,-0.0965,0.0139,-0.1104,-0.5542,-5.5424
1775193304.776,VICUSDT_LONG_1775193117340_ae541f,VICUSDT,LONG,trailing_expansion,EXPANSION,1.5091,0.00096,0.02041,0.0,0.00708,0.05634,0.05749,187.2,0.4593,0.0182,0.4411,2.0412,20.4118
1775193305.257,BANKUSDT_SHORT_1775193250944_a6d871,BANKUSDT,SHORT,dynamic_vol_stop,BUILD,0.1618,0.29572,-0.00702,0.0,0.00739,0.02706,0.02725,54.0,-0.1164,0.0133,-0.1297,-0.7021,-7.0214
1775193340.477,HFTUSDT_LONG_1775193068713_940e2c,HFTUSDT,LONG,trailing_decay,DECAY,-0.0481,-0.42507,0.0041,0.0,0.00068,0.01463,0.01469,271.5,0.0766,0.015,0.0617,0.4101,4.1012
1775193364.159,AIOTUSDT_LONG_1775193087206_23038b,AIOTUSDT,LONG,trailing_expansion,EXPANSION,1.6859,0.20446,0.02458,0.0,0.03711,0.03824,0.03918,276.7,0.3622,0.0119,0.3502,2.4582,24.5816
1775193364.169,USDCUSDT_SHORT_1775193199208_08d14d,USDCUSDT,SHORT,lifecycle_reversal,REVERSAL,-0.9771,0.13323,0.0,0.0,0.0,0.999554,0.999554,164.7,0.0,0.0106,-0.0106,0.0,0.0
1775193396.867,VICUSDT_LONG_1775193340896_3779a3,VICUSDT,LONG,dynamic_vol_stop,EXPANSION,2.3805,0.21785,-0.01011,0.0,0.01595,0.05735,0.05677,55.7,-0.1755,0.0138,-0.1893,-1.0113,-10.1133
1775193447.592,YBUSDT_LONG_1775193364991_1b895b,YBUSDT,LONG,dynamic_vol_stop,BUILD,0.3885,0.49441,-0.00908,0.0,0.02093,0.1322,0.131,82.3,-0.1333,0.0117,-0.145,-0.9077,-9.0772
1775193485.108,ENJUSDT_SHORT_1775193253911_16b311,ENJUSDT,SHORT,lifecycle_reversal,REVERSAL,-0.4506,0.29947,0.00049,0.0,0.00097,0.02056,0.02055,230.8,0.0072,0.0119,-0.0046,0.0486,0.4864
1775193485.17,SOLVUSDT_LONG_1775193364764_d8edb6,SOLVUSDT,LONG,dynamic_vol_stop,BUILD,0.2352,-0.50159,-0.0075,0.0,0.01012,0.004533,0.004499,120.1,-0.0957,0.0102,-0.1059,-0.7501,-7.5006
1775193494.151,KITEUSDT_SHORT_1775193373021_04812c,KITEUSDT,SHORT,trailing_expansion,EXPANSION,1.3391,-0.05639,0.0041,0.0,0.00124,0.1219,0.1214,120.9,0.0583,0.0114,0.047,0.4102,4.1017
